id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
2278704,Victorian queen,11631886,Cynthia,,Mattapan,42.28192335604114,-71.0951443565993,Private room,53,1,129,2018-10-08,2.37,4,274
2292495,furnished 1 bed apartment copley #5,9653086,Glenn,,South End,42.34032332598296,-71.0757153441531,Entire home/apt,175,1,58,2018-10-03,1.17,6,229
2295530,Sunlit & Beautiful in Boston's J.P. neighbourhood,11725202,Alicia And Kostas,,Jamaica Plain,42.3177858597241,-71.10513643573292,Private room,79,2,266,2018-10-07,4.87,2,9
2301709,Luxurious Priv. Roof Deck|City Views| 2BR 1.5BA #5,1444340,Will,,South End,42.337263656169746,-71.07632731501351,Entire home/apt,250,2,77,2018-09-06,1.39,32,35
2323787,Guest Room near Longwood & Northeastern Univ.,11869054,Nami,,Roxbury,42.33040725830899,-71.09139593231815,Private room,95,1,8,2018-10-03,5.00,1,143
2326445,Charming and Bright South End Apt,912631,Gregory,,South End,42.3416958890559,-71.06889224817891,Entire home/apt,215,3,121,2018-09-23,2.14,1,60
2372459,Upscale Spacious 1 Bedroom Apartment in North End,12119638,Alex,,North End,42.36495061015325,-71.05720731243962,Entire home/apt,99,2,30,2018-06-25,2.00,1,0
2372987,Modern South End Pied a Terre | 1BR 1BA,814298,Brent,,South End,42.33671249560704,-71.07545754027247,Entire home/apt,164,2,61,2018-09-25,1.08,44,26
2378421,Light-filled Private Suite on Beautiful Street,12150111,A And L,,Jamaica Plain,42.31143796365995,-71.11864462353653,Entire home/apt,135,2,113,2018-10-07,2.07,2,97
2395326,Classic South End Brownstone-1 BR,12230539,Tim,,South End,42.34643269471023,-71.07091582400858,Entire home/apt,151,1,330,2018-09-29,5.88,1,56
2410846,Sunny Beacon Hill private 1 bedroom,3137257,Local Furnished Rentals,,Downtown,42.35776705745255,-71.06218007245228,Entire home/apt,125,28,32,2018-07-20,0.61,8,306
2429961,"Lovely, Back Bay, large one bedroom",3137257,Local Furnished Rentals,,Back Bay,42.350860498156585,-71.080994162919,Entire home/apt,195,4,58,2018-09-30,1.09,8,239
2441095,Economical 2 Bedroom Condo Near Subway (88B),3594203,Shawn,,East Boston,42.38016341693651,-71.03585165649712,Entire home/apt,99,1,135,2018-09-26,2.44,13,311
2443944,"3 bedroom condo in Jamaica Plain, MA",4442258,Patti,,Jamaica Plain,42.32123276979549,-71.11568853186063,Entire home/apt,113,4,0,,,1,0
2473997,Urban Victorian-walk the city! Rm 3,3875741,Mekkin,,Roxbury,42.32753474893862,-71.08295350482562,Private room,79,2,32,2017-05-12,0.57,6,0
2495047,Serene in the South End,5430185,Laura,,South End,42.34188979998796,-71.07254314770427,Entire home/apt,140,31,18,2018-08-25,0.36,7,292
2526773,Charming comfort 1 BR / Studio,12165186,Masha,,Brighton,42.34379756233822,-71.15630479773085,Entire home/apt,52,28,9,2018-06-30,0.18,2,195
2544922,Loft Apartment in Historic Back Bay,3482713,Charles,,Back Bay,42.34998174813273,-71.08153282903999,Entire home/apt,190,1,0,,,1,0
2547075,"Best location in Boston!! Bright, modern  studio",3137257,Local Furnished Rentals,,Downtown,42.35984896639969,-71.05779410822251,Entire home/apt,150,4,34,2018-09-27,0.62,8,246
2547129,"Beautiful open concept,private  one bedroom",3137257,Local Furnished Rentals,,Downtown,42.36277278173111,-71.05939337473565,Entire home/apt,225,4,56,2018-09-29,1.11,8,337
2549840,Spacious|Well-Appointed So End Suite 2.5 BR 2.5 BA,814298,Brent,,South End,42.33710999881373,-71.07713064126249,Entire home/apt,417,2,97,2018-09-24,1.75,44,22
2583074,Cozy room in a charming villa.,13226301,Mohamed,,Roslindale,42.27964781834151,-71.1360587290911,Private room,40,2,35,2018-07-02,0.69,3,283
2592416,Spacious family friendly home,13271600,Carol,,Jamaica Plain,42.30703672295021,-71.10336802125957,Entire home/apt,450,2,8,2018-04-17,0.15,1,0
2601744,PeabodyPenthouse w SkyDeck AtriumTree,1651480,Edward,,South End,42.34351504708775,-71.07495562577846,Private room,597,30,24,2017-08-27,0.45,5,29
2611177,Welcome home to Sunnyside!,13372537,Molly,,Jamaica Plain,42.32341920891249,-71.10475486388418,Entire home/apt,400,3,7,2018-04-17,0.13,2,52
2649521,Modern Southie Condo near BCEC!!,13563081,Sean,,South Boston Waterfront,42.34316505771691,-71.05338760443428,Entire home/apt,600,4,9,2016-09-30,0.17,1,11
2656568,1 Bedroom Apartment Copley,13597630,Lee,,Back Bay,42.34807208652265,-71.07663898691975,Entire home/apt,600,1,0,,,1,0
2657905,Boston  Best One Bdrm duplex (h2c),5578043,Dror,,North End,42.36484711642732,-71.05233441465951,Entire home/apt,119,2,110,2018-08-20,2.05,9,299
2658094,Boston  Little Italy 2 Bdrms  (H2D),5578043,Dror,,North End,42.36665816267125,-71.05192849676709,Entire home/apt,229,2,121,2018-05-28,2.29,9,295
2660908,$99 Historic Charm Walk to Subway,3594203,Shawn,,Charlestown,42.3822680618921,-71.06583593948567,Entire home/apt,99,1,15,2014-08-19,0.28,13,105
2672058,"Modern loft, walk to subway",13565868,Christie,,Allston,42.35321761314626,-71.13227193305177,Private room,85,2,12,2016-09-09,0.22,1,0
2683284,Sleek and Modern in the South End,1015632,Kevin,,South End,42.3380745881418,-71.07532867247558,Entire home/apt,185,2,217,2018-10-09,3.95,2,216
2694019,Back Bay apt. Close to Marathon Finish Line!,12985903,Gina,,South End,42.346673787807084,-71.07549847242363,Entire home/apt,250,1,56,2018-06-27,1.02,1,84
2701124,Charlesview Suites Back Bay ,13822322,Varouj,,Back Bay,42.34506856744563,-71.08600744143052,Entire home/apt,280,3,64,2018-10-05,1.28,1,322
2706986,"In the heart of Boston, steps away from everything",501255,Jeff,,Bay Village,42.35015380074847,-71.06793078801779,Private room,125,2,34,2017-11-12,0.84,1,0
2715779,MARATHON WEEK AT THE CUSTOM HOUSE,178829,John,,Downtown,42.357935801896,-71.05221256305288,Private room,400,3,0,,,1,0
2723274,Lofty Modern 2BD Apt 800 sq ft,8790904,Albert,,Back Bay,42.34951621234427,-71.07101194500629,Entire home/apt,200,2,17,2018-08-13,0.32,1,14
2737853,South End Chic,14008862,Mariel,,South End,42.34322308187045,-71.072110850338,Entire home/apt,160,3,5,2015-07-06,0.09,1,0
2747654,Nice Furnished Apt by Theater District,2356643,Voyage,,Downtown,42.3503315029418,-71.06500312079989,Entire home/apt,175,2,146,2018-10-05,2.71,11,101
2754149,Mission Hill Red Room for 2,14050476,Carl,,Mission Hill,42.32739596445591,-71.10508282460825,Private room,65,3,85,2018-09-25,1.56,1,291
2754975,Perfect Location to Explore Boston,6885890,Jonathan,,Beacon Hill,42.35756837956525,-71.06366054660596,Entire home/apt,150,27,98,2018-08-25,1.87,1,229
2764624,Star light room,6103425,Steve,,Dorchester,42.30301007223536,-71.06354926488297,Private room,88,1,160,2018-10-05,2.96,5,355
2776391,Heart of Boston! New Modern  2 bedroom 2 bath loft,3137257,Local Furnished Rentals,,Downtown,42.36019424688229,-71.05588182276712,Entire home/apt,290,2,134,2018-09-16,2.63,8,309
2778656,2bdrm Condo Near Train and Airport,14211557,Joshua,,East Boston,42.375106871980606,-71.03371266035359,Entire home/apt,100,5,10,2016-04-19,0.18,3,0
2794782,Green Home (Queen size bed),10273324,Steven,,Dorchester,42.28284156904521,-71.07115571255615,Private room,65,3,53,2018-07-31,0.99,2,337
2798599,Boston's Most Historic District!,14099596,Robert,,Charlestown,42.374065378925735,-71.06015514787724,Private room,139,2,18,2018-10-09,1.52,1,341
2798787,A private room on Sunnyside,13372537,Molly,,Jamaica Plain,42.32451388795766,-71.10540620416036,Private room,75,1,201,2018-10-03,3.75,2,316
2807040,Sunny Lower Mills Room Single Person/Close Couple,14358116,Michelle,,Mattapan,42.27478669232528,-71.06771957086842,Private room,50,6,29,2018-07-09,3.47,1,0
2811937,Green Home (Full size bed),10273324,Steven,,Dorchester,42.284392477428355,-71.06911627566082,Private room,65,3,63,2018-09-22,1.18,2,349
2816133,Lux Boston Theater Dist 1 Bedroom w/WiFi,9419684,Mike,,Downtown,42.35257155552278,-71.06362172275671,Entire home/apt,239,28,3,2014-09-25,0.06,137,183
2837932,Large furnished studio - Back Bay,14517564,Kunju,,Back Bay,42.34500250698758,-71.08010575507478,Entire home/apt,70,10,0,,,2,17
2843445,"""Tranquility"" on ""Top of the Hill""",3164508,Marilyn,,Roslindale,42.28194609607024,-71.14102161135577,Private room,85,1,75,2017-12-31,1.40,2,224
2846739,SECOND FLOOR PARLOR ROOM,85770,Robert,,South End,42.34623303748305,-71.07363869991637,Private room,140,2,152,2018-09-18,2.80,5,76
2862120,Beacon Hill Sofabed in Living room,1416883,Roger,,Beacon Hill,42.36020415031003,-71.06839983708964,Shared room,78,2,105,2018-10-06,1.94,2,78
2880944,2BD Pond-side condo in JP for longer-term rentals,5052732,Josh+Kate,,Jamaica Plain,42.31395140584357,-71.11600891554467,Entire home/apt,185,7,6,2017-07-01,0.12,1,0
2881388,3BR / 2BA + Prvt Deck in Back Bay,9410008,Jason,,Back Bay,42.347616590105844,-71.08494956680562,Entire home/apt,695,2,153,2018-09-09,2.89,19,318
2886933,BEAUTIFUL SINGLE FAMILY VICTORIAN in Hyde Park!,13776857,Katy,,Hyde Park,42.26118294723791,-71.11988802680553,Entire home/apt,249,2,76,2018-10-08,1.43,1,19
2892825,Sunny Hill Garden Suite #1,14785487,Aihua,,Roxbury,42.3111149834588,-71.08654090736889,Entire home/apt,350,4,10,2018-10-01,0.22,11,358
2915595,Penthouse in the heart of Fenway!,14889768,Danielle And Cory,,Fenway,42.349869561971744,-71.09886145358124,Entire home/apt,275,2,51,2017-07-16,0.97,1,281
2931165,Victorian Full Bed,11631886,Cynthia,,Mattapan,42.279503591822944,-71.09377487632617,Private room,50,1,125,2018-10-08,2.35,4,272
2931271,3 bedrooms in Victorian home.,11631886,Cynthia,,Mattapan,42.28099795012843,-71.09409501598867,Private room,120,1,40,2018-08-04,0.78,4,348
2931870,Victorian In-law,11631886,Cynthia,,Mattapan,42.27920776833349,-71.09527204959979,Private room,57,1,81,2018-10-04,1.51,4,271
2935171,LARGE ROOM WITH QUEEN & SINGLE BED,14987475,Susan,,Dorchester,42.311368949631785,-71.04906023969254,Private room,125,3,47,2018-09-02,0.88,3,0
2943438,Beacon St Apt by Charles River,14338198,Maryanne,,Fenway,42.35042083648611,-71.09295337349599,Entire home/apt,185,60,8,2015-06-18,0.15,1,365
2943893,"Spacious, cozy 1 BR apt in Boston",7134587,Gabriela,,Brighton,42.342173734061504,-71.15293746921054,Entire home/apt,99,10,0,,,1,0
2963419,Garden Oasis #1,15123694,Lucia,,Jamaica Plain,42.318038974479784,-71.11687373250301,Private room,75,5,22,2017-11-11,0.41,2,0
3060038,Stunning room in hipster town,15575274,Sa,,Brighton,42.34736893506985,-71.13824563728667,Private room,60,1,53,2018-08-18,1.08,4,0
3068453,Large Studio in Theater District,2356643,Voyage,,Downtown,42.35187963304116,-71.06418052773833,Entire home/apt,175,2,156,2018-09-26,2.96,11,124
3082302,Artist Home in great neighborhood,2278181,Beverly,,South End,42.34124988959992,-71.07346365363051,Entire home/apt,150,30,0,,,1,163
3094942,Cozy room close to Downtown!,15695135,Bryan,,Dorchester,42.319118276125344,-71.05745410273154,Private room,60,2,10,2015-07-02,0.20,1,0
3129309,"☼ Bright, Modern & Chic Suite | Amazing Location!",3637081,Jason Or Jose,,North End,42.36570948284029,-71.05560297770906,Entire home/apt,125,1,339,2018-10-09,6.40,6,327
3136460,"Sunny, renovated Theater District",26988,Anne,,Chinatown,42.35070300333968,-71.06192282783549,Entire home/apt,135,180,0,,,11,184
3164650,2bd APT 20min from Downtown Boston,16052189,Jonathan,,Hyde Park,42.2359685472613,-71.13151373566542,Entire home/apt,91,3,26,2018-10-01,0.51,8,272
3168897,Subway & buses nearby. Convenient!,9283916,Alex,,Brighton,42.34959624185648,-71.14010023626969,Private room,80,3,0,,,2,283
3181719,"Luscious, double room private bath, free parking",7640908,Tom,,Brighton,42.34857517008484,-71.15871820909503,Private room,115,3,100,2018-10-06,1.93,1,349
3182473,[1716-1/2]Brand New 1BR in Back Bay,25188,Seamless,,Back Bay,42.34506726287071,-71.07925507254642,Entire home/apt,259,2,9,2016-05-08,0.17,28,238
3182652,Unique Penthouse in Central Boston,2555135,Louise,,Downtown,42.35057185007228,-71.06422773039341,Entire home/apt,350,1,5,2015-09-05,0.10,1,0
3193484,Short Commute to the Red Line!,16186589,Marie,,Dorchester,42.288186471142645,-71.06920794529942,Private room,65,30,4,2017-09-22,0.11,25,325
3229255,1bd Boston apt - Convenient & quiet,16343599,Ella & Will,,Roslindale,42.287025610360985,-71.1335387879796,Entire home/apt,125,3,99,2018-10-02,1.94,1,217
3278624,Lux 2 Bedroom by Fenway with washer/dryer & WIFI,9419684,Mike,,Fenway,42.34406564770265,-71.10174320278965,Entire home/apt,298,3,18,2018-09-05,0.58,137,67
3294152,"Garden apartment near subway, beach",9898255,Jessica,,Dorchester,42.31490878862502,-71.0621883389839,Entire home/apt,120,2,157,2018-09-24,3.01,5,330
3294775,"Sea view Alcove, safe, 15min metro ride to center!",9898255,Jessica,,Dorchester,42.314177750732746,-71.06036699730883,Private room,70,2,99,2018-05-07,1.90,5,338
3298104,SPACIOUS ROOM WITH QUEEN BED,14987475,Susan,,Dorchester,42.311584450430495,-71.05120739274386,Private room,95,3,13,2018-08-23,0.25,3,54
3302294,Back Bay Quiet Renovated Studio Apt,1369968,Christopher,,Back Bay,42.35257828561665,-71.08259945045046,Entire home/apt,192,7,227,2018-09-25,4.32,2,153
3309941,Lux 2 Bedroom by Fenway with washer/dryer & WIFI,9419684,Mike,,Fenway,42.34329915527737,-71.10016290573292,Entire home/apt,298,3,27,2018-06-08,0.54,137,110
3318814,Private Room in a Boston Smart House w/ Backyard!,16755950,Matt,,Brighton,42.36004670522718,-71.1466875205812,Private room,75,1,0,,,1,0
3325306,Southie 2 Bed Condo,10849730,Kara,,South Boston,42.334885220442615,-71.03294536969608,Entire home/apt,370,1,17,2018-09-01,0.32,1,0
3342094,Pondside Paradise with Piano,1922657,Catherine,,Jamaica Plain,42.317370192680336,-71.11485898821759,Entire home/apt,175,90,15,2017-05-24,0.29,1,365
3343428,Brownstone Custom Bedroom Park & Garden Views by T,11228809,Jonathan,,Roxbury,42.32953004889109,-71.09275134846088,Private room,95,2,163,2018-09-19,4.82,7,58
3344322,"Eagle Sea view,15min metro ride to center,safe st!",9898255,Jessica,,Dorchester,42.31254826432297,-71.06227257063642,Private room,70,2,70,2018-09-24,1.35,5,345
3369898,Newbury street Apartment,17001829,Benji,,Back Bay,42.35054100333153,-71.08251166479346,Entire home/apt,189,1,4,2015-12-16,0.11,1,0
3377100,Beacon Hill Townhouse near MGH,7629859,Bernardo,,Beacon Hill,42.35669270143099,-71.07297137662971,Entire home/apt,275,3,94,2018-09-30,1.80,1,327
3389896,Premium Boston Apartment,17102895,Tareq,,Dorchester,42.296405450295815,-71.05540714518051,Private room,59,1,4,2015-10-02,0.11,1,0
3410087,Back Bay Boston Studio,17194624,Bernie,,Back Bay,42.352726837675625,-71.0819361907127,Entire home/apt,119,2,174,2018-10-03,3.36,3,323
3414993,Gorgeous Condo w Huge Patio Back Bay Boston Common,7849580,Ann-Marie,,Downtown,42.35154642695429,-71.0681580163002,Entire home/apt,550,2,0,,,1,0
3415245,3BR Historic South End Penthouse,17219748,Cecilie,,South End,42.34418162826196,-71.07143716063726,Entire home/apt,700,3,4,2017-11-26,0.11,1,62
3432321,"Large, Sunny Beacon Hill Studio",17288874,Joseph,,Beacon Hill,42.35505875044831,-71.07073414612441,Entire home/apt,220,1,82,2015-10-27,1.58,1,163
3432438,1 BR Back Bay loft with deck!,17298276,Stephanie,,South End,42.346940698205806,-71.07514053346897,Entire home/apt,249,3,117,2018-09-26,2.26,1,330
3434614,1BR Apartment - North End,17311095,Keshav,,North End,42.36420990160985,-71.05407737754429,Entire home/apt,160,2,43,2017-10-20,0.83,1,0
3441982,Newly Renovated Modern Studio,13819661,Jen,,Roxbury,42.3194322912759,-71.09432335203728,Entire home/apt,90,2,1,2018-10-06,1,1,25
3457722,Sunlit with easy access downtown!,6209951,Jeff And Rachel,,Brighton,42.35457384301818,-71.15949263919991,Entire home/apt,260,2,41,2018-07-16,0.80,1,8
3463914,4th of July Dream Spot!,17452489,Nathaniel,,Back Bay,42.35049027060778,-71.088256856572,Entire home/apt,248,2,27,2016-07-17,0.52,1,0
3467633,"Luxury Boston, Seaport,Beach & Park",643861,Marie,,South Boston,42.33908750645642,-71.04867351204571,Entire home/apt,249,2,6,2014-11-19,0.12,1,0
3493840,"Beautiful, Comfortable and Cozy",11554621,Gretjen,,Jamaica Plain,42.305001406694544,-71.1071879785464,Private room,98,3,2,2018-05-28,0.04,1,283
3520353,Luxury Beacon Hill Apartment 1-BR,6508758,Xerxes,,Beacon Hill,42.357799319458906,-71.06303531486179,Entire home/apt,288,2,189,2018-10-02,3.70,1,217
3521944,"Beautiful, Quiet, and Safe!",17735272,David,,West Roxbury,42.29713520198808,-71.15828887671803,Entire home/apt,119,1,4,2014-09-14,0.08,1,0
3522237,Harmonious and friendly place,17736943,Drusilla,,Dorchester,42.30629023243517,-71.082711498545,Private room,41,3,45,2018-09-30,1.25,2,356
3539510,The Roseclair | 3BR 1BA | 2nd Floor,71783,Lance,,Dorchester,42.32328478333982,-71.05985844715369,Entire home/apt,190,2,21,2018-07-15,0.43,22,78
3544343,Beacon Hill!! Feet Fom State House,17843002,Christian,,Downtown,42.35843859530841,-71.06152568645668,Entire home/apt,100,1,0,,,1,0
3575220,The Artist room in beautiful villa.,13226301,Mohamed,,Roslindale,42.2802789130541,-71.13586963457317,Private room,50,2,18,2017-12-24,0.36,3,299
3591359,Spacious 2.5 bedroom apartment (free parking),9662986,Wilke,,Jamaica Plain,42.325668119032656,-71.10543388992957,Entire home/apt,120,12,64,2018-09-23,1.47,1,2
3591388,Spacious  1 bedroom BackBay,18092266,Aghdas,,Back Bay,42.349314361895026,-71.08769559204536,Entire home/apt,265,3,49,2018-07-23,0.96,2,0
3593290,Fab House in Hip Jamaica Plain,5988470,Nikki,,Jamaica Plain,42.308897967555396,-71.11868977322706,Entire home/apt,325,3,12,2018-08-12,0.25,1,98
3601030,Luxury South End Apartment,3689882,Shira,,South End,42.34379199602544,-71.07285898792072,Entire home/apt,206,3,168,2018-10-08,3.32,1,160
3601254,Studio in Back bay,17194624,Bernie,,Back Bay,42.35335666460161,-71.08157617020447,Entire home/apt,97,2,119,2018-10-09,2.34,3,334
3602379,"Modern, Spacious 1BR for 4 - Easy Marathon Access!",18150109,Alex,,Roxbury,42.32909090221395,-71.0945725037219,Entire home/apt,159,2,191,2018-09-23,3.91,4,346
3605045,Immaculate space with off street parking!,18165984,Stacey,,Dorchester,42.28521504615998,-71.07769369416715,Shared room,100,1,4,2014-08-09,0.08,1,87
3615760,Cozy apartment in ideal location,17000652,Richard,,East Boston,42.36735646665322,-71.03920033268635,Entire home/apt,96,1,166,2018-10-05,3.33,1,324
3628320,Sunny Two Bedroom Condo,2863349,Michael,,Dorchester,42.297453647191425,-71.05850362673148,Entire home/apt,125,1,136,2018-10-04,2.69,1,31
3641545,Special Circumstances Extra Room(s),6608084,CarneyFamily,,Dorchester,42.30804198928599,-71.04788234535555,Private room,68,1,6,2017-03-15,0.12,7,0
3664031,2 bedroom condo in Downtown Boston,2006852,Jay,,North End,42.36381372618179,-71.05159627177609,Entire home/apt,180,1,50,2017-05-21,1.00,9,0
3677662,stylish 2-bedroom flat for long-term guests,660123,Steffen,,Allston,42.35572890643184,-71.13072244801792,Entire home/apt,80,90,47,2018-08-20,0.92,1,293
3693850,Earth Sanctuary of Abundant Health,18807469,Derian,,Jamaica Plain,42.29982377922978,-71.1125721982785,Private room,88,5,210,2018-09-29,4.21,3,314
3701108,sunny furnished studio close to T,17576539,Lushan,,Allston,42.346452473232354,-71.13489574341413,Entire home/apt,100,1,17,2018-08-11,0.33,1,278
3704801,Beautiful 1 bedroom condo in Boston,8812693,Cornelia,,Back Bay,42.34610828954821,-71.0780950326433,Entire home/apt,150,1,2,2014-09-01,0.04,1,0
3727560,Charming 1BD in house,19036819,Shelley,,Roxbury,42.329231252058854,-71.07975835758484,Private room,95,2,149,2018-09-22,2.91,1,339
3749523,Grand Colonial in Historic Boston.,3842205,Nicolo,,Charlestown,42.37191325559271,-71.06333019925495,Entire home/apt,500,1,227,2018-10-05,4.46,1,326
3755609,Lovely & Gracious Victorian room,19223882,Rosa,,Roslindale,42.27563719947966,-71.12480041713683,Private room,72,3,46,2018-09-12,0.93,1,306
3783090,High End Designer In Great Location,13931840,Dylan,,Fenway,42.3449627659556,-71.1045331067329,Entire home/apt,179,2,104,2018-09-23,3.21,1,72
3788075,Warm and Cozy II ,6103425,Steve,,Dorchester,42.301692624752235,-71.06263682838475,Private room,47,1,92,2018-09-22,1.81,5,336
3802530,Modern Condo 2.6 miles from Airport,18752830,Sergei,,East Boston,42.38736001166394,-71.01041901965802,Entire home/apt,110,5,12,2017-04-20,0.24,1,0
3808557,"South End, 2 bed, private roofdeck",19572355,Thomas,,South End,42.33650485031658,-71.0756964118257,Entire home/apt,500,3,10,2015-10-11,0.20,1,0
3820516,Silk Road Room ,128280,Elizabeth,,Charlestown,42.37643549266805,-71.06535119211516,Private room,210,2,2,2015-09-21,0.05,3,211
3890373,BEACON HILL FABULOUS ONE BEDROOM,19357187,Paul,,Beacon Hill,42.357638373302635,-71.06569988079778,Entire home/apt,225,1,192,2018-10-07,3.86,1,192
3903324,Lux 1 Bedroom by Fenway with washer/dryer & WIFI,9419684,Mike,,Fenway,42.34324822859434,-71.10065557437301,Entire home/apt,213,3,8,2017-03-05,0.16,137,77
3905508,Home Away from Home,3381271,Margaret,,Jamaica Plain,42.288018458904695,-71.11367910852672,Entire home/apt,130,2,65,2018-10-08,1.54,1,329
3914363,Lux 1 Bedroom by Fenway with washer/dryer & WIFI,9419684,Mike,,Fenway,42.34355204301636,-71.10237300108076,Entire home/apt,213,3,8,2018-06-08,0.16,137,68
3914729,Washington Street Street location,18202088,Luxurious,,Downtown,42.351173757825464,-71.06347091198654,Entire home/apt,259,2,7,2018-04-09,0.14,26,0
3930872,2 br @ Harvard Business School,56583,Natalie,,Allston,42.36509214849232,-71.11963717380648,Entire home/apt,115,7,1,2014-09-28,0.02,1,0
3945704,"Super quiet, minutes from downtown!",20447366,Jason,,Dorchester,42.32594687498613,-71.05921760667077,Private room,85,1,190,2018-09-17,3.82,2,40
3946215,"Simple, Quiet & Comfy. South Boston",20447366,Jason,,Dorchester,42.325214584513375,-71.05860790437293,Private room,35,1,231,2018-09-27,4.86,2,42
3953472,2 Bedroom Condo near the Red Line,8202984,Nathan And Kathryn,,Dorchester,42.291607952586695,-71.06134783914553,Entire home/apt,144,5,15,2018-09-04,0.31,1,15
3957602,The Hedges: Sunny urban garden home with breakfast,2127414,Katharine (Kit) And Scott,,Jamaica Plain,42.31167890935931,-71.10613378330365,Private room,85,1,108,2018-08-08,2.18,1,94
3965313,Minutes to Boston-Near Beach 69-1,20551003,May,,East Boston,42.386790798469654,-71.00301922832143,Private room,52,1,56,2018-09-24,2.90,7,80
3965492,Minutes to Boston-Near Beach 69-2,20551003,May,,East Boston,42.38643348228516,-71.00414611612763,Private room,58,1,82,2018-09-20,4.47,7,77
3965658,Minutes to Boston-Near Beach 69-3,20551003,May,,East Boston,42.38661954201025,-71.00325497012263,Private room,54,1,49,2018-09-19,2.60,7,82
3966626,Minutes to Boston-Near Beach 69-4,20551003,May,,East Boston,42.38663851004992,-71.00258504808154,Private room,48,1,63,2018-09-23,3.48,7,82
3967016,Minutes to Boston-Near Beach 71-1,20551003,May,,East Boston,42.385996188540126,-71.004018274089,Private room,58,1,58,2018-09-22,2.87,7,81
3967592,Minutes to Boston-Near Beach 71-3,20551003,May,,East Boston,42.38640697624945,-71.00308402842224,Private room,52,1,30,2018-09-17,1.81,7,80
3967690,Minutes to Boston-Near Beach 71-5,20551003,May,,East Boston,42.38614824798639,-71.0032742471381,Private room,58,1,71,2018-09-17,3.68,7,83
3968797,Sunny bedroom in large quiet house,4762495,Jennifer,,Roslindale,42.29110718003285,-71.13133846374735,Private room,85,2,45,2018-09-30,1.05,2,40
3969526,"Sensational South End- 2BR no stairs, location!",5408229,Liesl,,South End,42.337627367720394,-71.07394702802685,Entire home/apt,229,2,264,2018-09-30,5.32,1,147
3985462,Renovated One Bedroom in Back Bay,9410008,Jason,,Fenway,42.350703329871294,-71.09069811786318,Entire home/apt,195,2,215,2018-09-19,4.33,19,321
3987926,Rustic Room/Free Transit/By Subway,1480518,Lisa,,Jamaica Plain,42.29558694639871,-71.11941563945955,Private room,50,1,220,2017-06-11,4.41,5,0
3988018,Sports Room/Near Subway/Free Passes,1480518,Lisa,,Jamaica Plain,42.295528067996926,-71.11929019439627,Private room,50,1,234,2017-06-23,4.69,5,0
3991862,Boston Greenway and Harbor Views,20692846,Darby,,Downtown,42.35638631083494,-71.05201137538425,Entire home/apt,155,90,0,,,1,365
4000384,Sunlit room with private bath,10910804,Evelyn,,Jamaica Plain,42.31632875548343,-71.09909641577438,Private room,120,2,129,2018-10-03,2.58,1,59
4015972,"Bed, Bath & Beyond in Jamaica Plain",14303759,Susan,,Jamaica Plain,42.32161990846114,-71.10550967539857,Private room,60,1,210,2018-09-05,4.21,4,314
4020650,VERY SMALL STUDIO FOR ONE,17194624,Bernie,,Back Bay,42.352273173397826,-71.08256662119477,Entire home/apt,139,2,139,2018-10-06,2.78,3,324
4025194,Queen Bed/Near Subway/Free Passes,1480518,Lisa,,Jamaica Plain,42.29572299757349,-71.11942117574478,Private room,50,1,189,2017-05-22,3.81,5,0
4040151,Lux 2 Bedroom by Fenway with washer/dryer & WIFI,9419684,Mike,,Fenway,42.345171020632165,-71.10049715916622,Entire home/apt,298,3,17,2018-05-07,0.35,137,106
4044840,Lux 1 Bedroom in Post-War Back Bay building w/WiFi,9419684,Mike,,Back Bay,42.34453454563946,-71.07980384633956,Entire home/apt,231,3,5,2015-01-05,0.10,137,179
4053612,"2 BR Luxury Condo, Downtown Boston",21021264,Judy,,Leather District,42.35132194985031,-71.05765499381603,Entire home/apt,375,2,54,2018-09-26,1.09,1,346
4069422,2BR Penthouse Blocks from Fenway,12340193,Matthew,,Fenway,42.34370862842771,-71.09767310187533,Entire home/apt,500,1,13,2016-04-17,0.26,1,12
4075898,"Downtown Crossing ARTlab, 1 Bed Apt, Boston",20857768,Adam,,Downtown,42.35448103639743,-71.06130784748179,Entire home/apt,289,3,56,2018-09-17,1.14,15,79
4080849,Charming back bay apartment,18993068,Liz,,Back Bay,42.34398792552873,-71.08232026318744,Entire home/apt,250,2,3,2015-03-13,0.07,1,0
4085362,"""Room with a View""  from ""Top of the Hill""",3164508,Marilyn,,Roslindale,42.281748516890026,-71.14031783726143,Private room,85,1,26,2017-09-30,0.54,2,224
4089940,"North End, 1 Bed Apt w/ office, Boston",20857768,Adam,,North End,42.36595643952457,-71.052682097302,Entire home/apt,229,4,41,2018-09-06,0.84,15,54
4090224,Modern 3BD private home-near BCEC,17783651,Tiffany,,South Boston,42.33501761258235,-71.05488150907074,Entire home/apt,265,1,385,2018-10-06,7.88,3,276
4105704,Sunny Private Studio Aptmt,21299112,Helen,,Jamaica Plain,42.30236440084767,-71.11490982290199,Entire home/apt,125,3,197,2018-10-06,4.04,1,285
4107959,Priv/Stylish btwn Dwntwn & Airport,10136526,Paul,,East Boston,42.369491803833704,-71.03659328264263,Private room,119,1,111,2018-10-04,2.64,2,6
